123.500;+20.190;017.264;+83.043;     170;01 03 56;+82 46 33;P;    1.5;    1.8;  1.1;    9.8; 4-11
124.073;+12.108;017.156;+74.942;     171;01 04 53;+74 40 31;P;    1.9;    2.3;  1.1;    5.6; 3-12
124.448; +6.555;017.139;+69.377;     172;01 05 09;+69 06 36;P;   16.8;   16.7;  1.0;   34.3; 3-12
125.157; -4.337;017.104;+58.462;     173;01 05 20;+58 11 43;P;    6.4;    6.1;  0.9;    8.8; 1-13
124.481; +6.328;017.187;+69.148;     174;01 05 21;+68 52 54;P;    7.0;    7.0;  1.0;   14.1; 3-12
124.584; +4.944;017.211;+67.760;     175;01 05 30;+67 29 38;P;    3.0;    2.1;  0.7;    5.5; 2-12
125.013; -1.461;017.200;+61.341;     176;01 05 39;+61 04 27;P;    3.6;    3.7;  1.0;    8.2; 2-13
124.787; +2.054;017.228;+64.863;     177;01 05 40;+64 35 48;P;    3.7;    3.9;  1.0;    8.2; 2-13
124.769; +2.371;017.235;+65.181;     178;01 05 41;+64 54 51;P;    2.6;    2.8;  1.1;    6.9; 2-13
123.997;+14.022;017.409;+76.856;     179;01 05 42;+76 35 24;P;    1.5;    1.9;  1.3;    7.8; 4-12
123.880;+15.938;017.546;+78.776;     180;01 06 00;+78 30 34;C;    4.1;    5.5;  1.6;   24.9; 4-11
124.269;+10.375;017.416;+73.200;     181;01 06 02;+72 56 01;P;   42.8;   48.8;  1.1;   53.1; 3-12
124.687; +5.288;017.547;+68.096;     182;01 06 49;+67 49 47;P;   13.5;   13.7;  1.0;   24.5; 2-12
124.933; +2.198;017.595;+64.996;     183;01 07 07;+64 43 50;P;    2.0;    2.5;  1.2;    5.1; 2-13
124.825; +4.035;017.666;+66.836;     184;01 07 20;+66 34 12;P;    3.2;    3.3;  1.0;    9.2; 2-13
124.788; +4.647;017.688;+67.449;     185;01 07 24;+67 11 00;P;    2.7;    2.3;  0.8;    6.0; 2-12
124.383;+10.302;017.782;+73.118;     186;01 07 29;+72 51 09;P;    4.0;    2.5;  0.6;    5.0; 3-12
125.314; -2.241;017.703;+60.541;     187;01 07 40;+60 16 31;P;   13.6;   13.8;  1.0;   23.7; 1-13
124.004;+15.716;018.062;+78.545;     188;01 08 03;+78 16 45;P;    1.9;    2.3;  1.2;   10.5; 4-12
125.455; -3.394;017.810;+59.381;     189;01 08 07;+59 06 54;P;    6.9;    6.4;  0.9;   10.8; 1-13
125.601; -5.289;017.808;+57.480;     190;01 08 09;+57 12 51;P;   13.5;   12.6;  0.9;   15.7; 1-13
125.603; -4.394;017.943;+58.372;     191;01 08 40;+58 06 23;P;   10.7;   13.2;  1.3;   15.8; 1-13
124.254;+13.084;018.153;+75.902;     192;01 08 43;+75 38 11;P;    5.1;    7.0;  1.7;   27.9; 3-12
125.697; -5.496;017.954;+57.266;     193;01 08 44;+57 00 04;P;    5.4;    7.0;  1.3;    6.2; 1-13
124.118;+15.303;018.426;+78.123;     194;01 09 32;+77 51 30;P;    1.0;    1.2;  1.1;    5.3; 4-12
124.202;+14.379;018.418;+77.196;     195;01 09 37;+76 55 53;P;    2.3;    2.5;  1.1;   13.1; 4-12
123.988;+17.155;018.670;+79.979;     196;01 10 11;+79 42 53;P;    1.0;    1.2;  1.2;    5.5; 4-11
124.226;+14.701;018.657;+77.514;     197;01 10 31;+77 14 59;P;    0.9;    1.1;  1.2;    5.2; 4-12
125.524; -0.347;018.463;+62.412;     198;01 10 38;+62 08 49;P;    7.5;    8.1;  1.1;   16.3; 2-13
123.440;+23.130;019.533;+85.975;     199;01 10 41;+85 42 41;P;    1.6;    1.7;  1.0;    8.5; 5-11
123.587;+21.767;019.349;+84.606;     200;01 11 10;+84 20 32;P;    1.1;    1.1;  1.1;    6.7; 5-11
124.083;+16.961;019.074;+79.777;     201;01 11 48;+79 30 46;P;    3.8;    5.2;  1.5;   19.3; 4-11
125.002; +7.921;019.072;+70.693;     202;01 12 43;+70 25 45;P;    5.7;    5.4;  0.9;   14.5; 3-12
124.346;+15.027;019.348;+77.828;     203;01 13 11;+77 33 51;P;    1.0;    1.3;  1.4;    5.5; 4-12
124.648;+12.045;019.285;+74.832;     204;01 13 16;+74 34 05;P;   13.9;   14.8;  1.1;   31.0; 3-12
126.203; -3.269;019.293;+59.439;     205;01 14 00;+59 10 34;P;    4.9;    6.1;  1.2;    7.6; 1-13
124.236;+16.510;019.616;+79.313;     206;01 14 00;+79 03 01;P;    1.2;    2.3;  2.1;    6.7; 4-12
125.244; +7.241;019.577;+69.992;     207;01 14 45;+69 43 43;P;    4.3;    4.4;  1.0;    9.6; 3-12
126.120; -1.431;019.502;+61.276;     208;01 14 47;+61 00 48;C;    2.2;    3.1;  1.4;    5.5; 2-13
